FPOA_06618	CCT64995.1	75.32	154	36	1	1	152	1	154	1e-74	  223
FPOA_06619	CCT65003.1	74.41	766	194	2	3	767	2	766	0.0	 1216
FPOA_06620	CCT65007.1	57.93	145	61	0	8	152	7	151	9e-54	  175
FPOA_06621	CCT65007.1	63.77	138	46	1	1	134	173	310	7e-49	  162
FPOA_06622	CCT70908.1	86.38	470	63	1	101	569	26	495	0.0	  874
FPOA_06623	CCT67848.1	67.44	258	84	0	44	301	33	290	7e-129	  374
FPOA_06624	CCT65379.1	36.63	890	485	24	41	898	34	876	3e-167	  530
FPOA_06625	CCT70728.1	36.59	41	26	0	11	51	21	61	0.018	32.3
FPOA_06626	CCT68016.1	43.29	395	182	8	5	360	4	395	4e-88	  282
FPOA_06627	CCT68863.1	52.41	395	167	5	6	384	3	392	2e-142	  414
FPOA_06628	CCT61738.1	52.10	618	217	6	22	574	22	625	0.0	  642
FPOA_06629	CCT67530.1	21.47	191	122	5	83	259	527	703	0.011	36.2
FPOA_06630	CCT64795.1	28.75	80	54	2	92	169	40	118	0.44	32.7
FPOA_06631	CCT64174.1	25.26	95	64	2	17	104	559	653	0.31	30.4
FPOA_06632	CCT76066.1	29.77	131	91	1	73	203	456	585	7e-18	85.1
FPOA_06633	CCT62380.1	26.67	90	51	2	15	99	21	100	0.056	30.8
FPOA_06634	CCT71178.1	30.65	62	42	1	27	87	26	87	1.5	27.3
FPOA_06635	CCT67509.1	28.43	102	65	4	214	308	137	237	0.13	33.1
FPOA_06636	CCT63591.1	44.22	251	125	7	90	330	2222	2467	1e-56	  201
g51	CCT65092.1	25.21	361	223	10	84	441	56	372	2e-21	98.2
g52	CCT65171.1	89.09	440	40	1	15	446	1	440	0.0	  821
FPOA_06637	CCT65092.1	23.04	382	244	11	72	437	23	370	4e-14	74.3
FPOA_06638	CCT71953.1	70.74	270	78	1	1	269	1	270	6e-146	  413
FPOA_06639	CCT74515.1	29.43	513	308	17	17	506	84	565	2e-51	  188
g56	CCT65092.1	35.64	303	183	7	14	310	100	396	4e-47	  171
FPOA_06640	CCT67916.1	77.57	107	22	1	744	850	84	188	2e-52	  182
FPOA_06641	CCT69795.1	29.52	227	137	10	91	301	136	355	1e-18	87.0
FPOA_06642	CCT63259.1	70.95	148	43	0	1	148	1	148	2e-67	  204
FPOA_06643	CCT75962.1	73.55	242	64	0	1	242	1	242	4e-120	  345
FPOA_06644	CCT75961.1	91.63	263	21	1	1	263	1	262	4e-171	  476
FPOA_06645	CCT62093.1	36.07	61	23	3	54	103	88	143	0.014	35.4
FPOA_06646	CCT73771.1	37.29	59	27	3	6	58	416	470	1.0	29.6
FPOA_06647	CCT65096.1	87.24	431	55	0	1	431	1	431	0.0	  788
g65	CCT68729.1	32.43	74	43	3	557	630	380	446	0.80	32.0
FPOA_06648	CCT66785.1	31.15	504	314	10	853	1332	305	799	6e-71	  257
FPOA_06649	CCT66622.1	54.55	22	10	0	28	49	7	28	0.19	30.4
FPOA_06650	CCT64902.1	36.54	52	27	2	11	62	477	522	0.009	37.0
g69	CCT66855.1	30.00	80	43	3	222	290	115	192	0.99	32.0
FPOA_06651	CCT74063.1	60.39	414	155	4	1	412	23	429	1e-168	  483
FPOA_06652	CCT72028.1	54.08	1570	658	16	18	1572	4	1525	0.0	 1591
FPOA_06653	CCT73859.1	29.73	74	45	3	58	128	142	211	0.61	32.7
FPOA_06654	CCT72102.1	33.88	363	206	11	25	374	47	388	6e-41	  154
FPOA_06655	CCT64625.1	32.69	52	34	1	715	766	348	398	0.009	38.9
FPOA_06656	CCT73873.1	52.00	100	47	1	472	571	1	99	8e-28	  109
FPOA_06657	CCT68016.1	49.47	661	277	11	7	657	7	620	0.0	  580
g77	CCT65171.1	77.30	185	24	2	1	177	112	286	2e-95	  287
g78	CCT70158.1	23.58	123	72	4	85	206	34	135	2.2	30.8
FPOA_06658	CCT69239.1	41.03	39	19	1	72	106	982	1020	0.16	33.5
FPOA_06659	CCT66263.1	32.86	70	44	1	69	135	200	269	0.30	33.5
FPOA_06660	CCT73273.1	27.40	146	78	4	726	846	2586	2728	2.8	31.2
FPOA_06661	CCT68015.1	24.31	144	90	6	10	139	190	328	0.85	29.6
FPOA_06662	CCT61872.1	25.00	52	38	1	6	57	187	237	0.58	28.5
g84	CCT66780.1	24.76	105	71	4	157	254	387	490	2.8	29.6
FPOA_06663	CCT62059.1	45.45	33	18	0	8	40	74	106	0.11	35.0
g86	CCT69768.1	35.71	56	35	1	104	158	25	80	0.10	32.0
FPOA_06664	CCT68994.1	43.40	53	26	1	461	513	157	205	6e-07	50.4
FPOA_06665	CCT62925.1	48.46	130	61	2	8	133	14	141	2e-30	  116
FPOA_06666	CCT66404.1	77.17	368	83	1	15	381	10	377	0.0	  583
FPOA_06667	CCT62925.1	30.14	146	66	5	5	118	14	155	7e-15	67.0
FPOA_06668	CCT63171.1	77.00	287	66	0	1	287	46	332	3e-170	  478
FPOA_06669	CCT67816.1	45.00	60	33	0	258	317	152	211	2e-10	58.9
FPOA_06670	CCT67817.1	61.25	240	91	1	1	238	1	240	9e-101	  300
g94	CCT65171.1	83.18	440	38	2	15	418	1	440	0.0	  745
FPOA_06671	CCT74840.1	23.22	435	276	16	37	448	53	452	3e-14	73.9
FPOA_06672	CCT64541.1	39.02	305	184	1	1	305	126	428	7e-70	  232
FPOA_06673	CCT72907.1	26.15	65	45	1	32	93	143	207	0.31	30.4
FPOA_06674	CCT69754.1	23.32	386	234	14	373	718	56	419	2e-23	  105
FPOA_06675	CCT72083.1	32.86	70	43	1	48	113	418	487	0.20	32.7
FPOA_06676	CCT72038.1	29.79	47	33	0	18	64	142	188	1.7	25.8
FPOA_06677	CCT67629.1	27.59	87	61	1	68	154	276	360	0.21	30.8
FPOA_06678	CCT66118.1	32.43	74	47	2	79	151	574	645	1.9	30.0
FPOA_06679	CCT70883.1	35.53	76	37	4	2	65	27	102	3.0	29.3
FPOA_06680	CCT68660.1	42.90	345	163	5	57	367	13	357	2e-89	  283
g105	CCT72398.1	31.88	69	43	2	386	453	123	188	3.1	29.3
g106	CCT63216.1	26.46	1013	629	29	255	1190	1196	2169	9e-74	  269
g107	CCT65171.1	65.83	439	140	3	11	440	1	438	0.0	  590
FPOA_06681	CCT65733.1	25.00	76	52	2	282	354	194	267	0.64	33.1
FPOA_06682	CCT66835.1	31.91	47	30	1	87	133	71	115	0.25	30.8
FPOA_06683	CCT74244.1	42.66	497	257	7	35	519	206	686	1e-128	  394
FPOA_06684	CCT67848.1	38.80	250	144	5	2	250	50	291	2e-45	  157
FPOA_06685	CCT66835.1	35.38	65	29	4	58	112	41	102	0.49	30.0
FPOA_06686	CCT68213.1	46.38	884	444	18	3	865	4	878	0.0	  758
FPOA_06687	CCT69851.1	61.08	167	63	1	2	168	45	209	8e-73	  221
g115	CCT65092.1	35.67	328	200	8	4	323	88	412	4e-49	  177
FPOA_06688	CCT71976.1	47.88	330	141	7	1	308	1	321	1e-76	  240
FPOA_06689	CCT76199.1	42.55	423	213	11	185	600	2	401	3e-95	  303
FPOA_06690	CCT74181.1	88.98	245	27	0	1	245	64	308	2e-149	  422
FPOA_06691	CCT74182.1	66.31	466	154	2	47	511	2	465	0.0	  659
FPOA_06692	CCT65321.1	40.98	205	79	7	136	298	22	226	2e-26	  110
FPOA_06693	CCT65320.1	41.31	397	190	9	174	551	36	408	4e-88	  291
FPOA_06694	CCT63833.1	28.57	49	35	0	72	120	66	114	2.8	26.9
FPOA_06695	CCT75132.1	36.11	288	162	7	27	302	85	362	3e-52	  177
FPOA_06696	CCT74985.1	74.26	408	84	3	20	409	19	423	0.0	  615
FPOA_06697	CCT73169.1	56.25	64	25	3	1185	1247	590	651	5e-09	60.1
FPOA_06698	CCT67716.1	39.66	353	184	9	5	338	6	348	5e-76	  240
FPOA_06699	CCT64842.1	33.93	56	37	0	57	112	205	260	4e-05	41.2
FPOA_06700	CCT72698.1	43.10	413	179	7	1	359	1	411	2e-99	  304
g129	CCT65092.1	35.16	384	234	9	23	398	20	396	1e-53	  191
FPOA_06701	CCT64960.1	74.66	292	59	5	1	281	1	288	7e-140	  399
FPOA_06702	CCT72128.1	46.94	98	47	3	1	93	1	98	3e-15	65.9
FPOA_06703	CCT69578.1	81.70	306	56	0	1	306	1	306	0.0	  545
FPOA_06704	CCT66509.1	40.54	37	21	1	28	63	184	220	0.96	26.9
FPOA_06705	CCT67692.1	83.57	286	47	0	1	286	1	286	1e-178	  498
FPOA_06706	CCT71081.1	25.18	139	79	5	137	250	109	247	6e-08	52.4
FPOA_06707	CCT74918.1	85.37	410	60	0	628	1037	1	410	0.0	  756
FPOA_06708	CCT72619.1	36.29	124	79	0	172	295	781	904	3e-13	71.6
FPOA_06709	CCT75730.1	33.82	68	41	2	6	73	223	286	0.036	32.0
FPOA_06710	CCT64957.1	30.88	502	293	13	1	485	1	465	1e-54	  192
FPOA_06711	CCT64954.1	73.61	341	57	3	1	308	1	341	6e-171	  481
FPOA_06712	CCT74917.1	56.49	678	281	6	18	690	29	697	0.0	  816
FPOA_06713	CCT65355.1	56.35	126	54	1	1	125	1	126	6e-41	  134
FPOA_06714	CCT72574.1	80.32	437	85	1	1	436	1	437	0.0	  751
FPOA_06715	CCT72573.1	54.65	763	320	11	21	765	36	790	0.0	  757
FPOA_06716	CCT72572.1	88.22	501	57	1	1	499	1	501	0.0	  878
FPOA_06717	CCT72571.1	57.80	282	117	1	10	291	6	285	3e-120	  349
FPOA_06718	CCT72570.1	84.51	768	103	2	1	768	1	752	0.0	 1331
FPOA_06719	CCT72569.1	65.90	563	187	3	4	563	80	640	0.0	  742
FPOA_06720	CCT75286.1	23.90	159	108	4	2	147	3	161	3e-12	60.5
FPOA_06721	CCT65276.1	47.73	132	67	1	1	132	19	148	6e-36	  124
FPOA_06722	CCT63628.1	73.62	163	41	1	1	163	1	161	5e-77	  229
FPOA_06723	CCT75669.1	27.41	259	144	7	38	277	186	419	1e-18	84.3
FPOA_06724	CCT75286.1	84.24	165	26	0	1	165	1	165	1e-104	  300
FPOA_06725	CCT75288.1	61.73	635	194	13	1	602	1	619	0.0	  717
FPOA_06726	CCT68153.1	56.86	663	255	6	4	655	27	669	0.0	  755
FPOA_06727	CCT69863.1	53.92	497	227	2	2	498	12	506	0.0	  556
FPOA_06728	CCT69231.1	85.41	281	41	0	1	281	1	281	0.0	  508
FPOA_06729	CCT69433.1	71.80	500	119	2	41	521	3	499	0.0	  750
FPOA_06730	CCT62233.1	29.17	96	58	2	71	163	6610	6698	2.4	27.7
FPOA_06731	CCT68603.1	32.05	443	279	11	7	435	428	862	9e-62	  215
FPOA_06732	CCT70609.1	40.27	298	148	5	23	319	5	273	4e-67	  214
FPOA_06733	CCT74995.1	56.50	200	83	2	2	200	1	197	2e-72	  227
FPOA_06734	CCT67855.1	64.67	150	51	2	1	149	381	529	4e-61	  199
FPOA_06735	CCT76044.1	35.93	540	284	17	10	514	8	520	8e-93	  296
FPOA_06736	CCT63727.1	31.07	338	134	7	32	287	24	344	1e-43	  159
FPOA_06737	CCT61557.1	49.25	400	192	4	147	544	1	391	4e-130	  388
FPOA_06738	CCT66627.1	58.25	388	125	4	5	356	80	466	2e-150	  444
FPOA_06739	CCT65355.1	76.98	126	29	0	1	126	1	126	6e-65	  196
FPOA_06740	CCT75554.1	43.72	231	124	3	6	233	6	233	5e-60	  191
FPOA_06741	CCT73239.1	26.91	405	226	15	1	351	365	753	5e-26	  109
FPOA_06742	CCT65292.1	38.81	67	38	2	6	72	3	66	2e-09	52.0
FPOA_06743	CCT68104.1	55.45	202	89	1	1	202	206	406	4e-73	  238
FPOA_06744	CCT71675.1	71.50	379	80	5	1	375	1	355	0.0	  530
FPOA_06745	CCT73169.1	27.66	47	34	0	16	62	287	333	0.30	28.9
FPOA_06746	CCT62054.1	24.26	272	152	10	3	245	57	303	2e-07	50.8
FPOA_06747	CCT67649.1	89.56	316	33	0	1	316	1	316	0.0	  606
FPOA_06748	CCT63193.1	24.88	1041	604	32	98	984	1440	2456	1e-40	  164
g178	CCT64313.1	32.81	192	115	6	234	422	442	622	4e-16	82.0
g179	CCT65092.1	38.83	497	289	6	12	507	12	494	5e-112	  346
FPOA_06749	CCT64952.1	50.29	690	172	25	1	643	1	566	8e-126	  387
FPOA_06750	CCT64951.1	51.76	454	212	3	1	454	1	447	4e-149	  436
FPOA_06751	CCT65049.1	97.37	266	7	0	1	266	1	266	0.0	  537
FPOA_06752	CCT64950.1	93.90	508	30	1	1	507	1	508	0.0	  990
FPOA_06753	CCT64949.1	85.25	427	61	2	1	427	1	425	0.0	  756
FPOA_06754	CCT64948.1	89.29	495	38	2	1	489	1	486	0.0	  917
FPOA_06755	CCT64947.1	85.96	705	77	10	3	702	5	692	0.0	 1189
FPOA_06756	CCT69521.1	56.42	257	112	0	1	257	1	257	2e-103	  304
FPOA_06757	CCT64919.1	55.34	103	44	2	5	105	241	343	2e-29	  119
FPOA_06758	CCT64946.1	29.75	121	76	4	23	136	18	136	2e-13	67.0
FPOA_06759	CCT75364.1	31.83	399	224	14	100	472	174	550	2e-46	  176
FPOA_06760	CCT67572.1	32.08	159	97	4	9	162	316	468	5e-20	86.3
FPOA_06761	CCT69077.1	33.73	421	256	7	11	411	26	443	1e-69	  229
FPOA_06762	CCT74377.1	29.27	386	255	6	14	388	119	497	3e-60	  205
FPOA_06763	CCT70857.1	69.15	376	116	0	7	382	10	385	0.0	  540
FPOA_06764	CCT74608.1	37.78	397	224	11	2	387	6	390	7e-76	  245
FPOA_06765	CCT75275.1	39.52	420	246	6	2	416	41	457	3e-103	  317
FPOA_06766	CCT75219.1	60.74	270	105	1	1	269	1	270	5e-124	  358
FPOA_06767	CCT63293.1	35.06	462	281	9	254	707	256	706	5e-77	  271
FPOA_06768	CCT73825.1	77.70	453	84	6	1	442	1	447	0.0	  707
FPOA_06769	CCT70824.1	73.44	832	220	1	1	831	1	832	0.0	 1320
FPOA_06770	CCT71842.1	64.59	579	192	5	1	576	1	569	0.0	  728
FPOA_06771	CCT64923.1	51.84	461	183	11	941	1372	252	702	6e-139	  447
FPOA_06772	CCT64923.1	57.03	263	87	6	7	266	11	250	3e-89	  283
FPOA_06773	CCT73269.1	47.42	291	123	10	25	309	35	301	8e-71	  224
FPOA_06774	CCT74691.1	75.72	383	92	1	32	413	32	414	0.0	  598
FPOA_06775	CCT75364.1	34.02	388	206	11	181	540	182	547	5e-53	  196
FPOA_06776	CCT73179.1	69.25	322	84	4	1	321	1	308	3e-142	  407
FPOA_06777	CCT66529.1	28.63	489	312	15	13	474	1	479	2e-49	  177
FPOA_06778	CCT74944.1	38.46	273	156	5	8	274	5	271	1e-52	  178
FPOA_06779	CCT64935.1	88.31	231	27	0	1	231	1	231	1e-151	  424
FPOA_06780	CCT75849.1	39.02	205	114	6	5	203	4	203	2e-37	  131
g212	CCT65092.1	38.83	497	289	6	12	507	12	494	5e-112	  346
FPOA_06781	CCT64930.1	57.70	409	150	7	13	408	10	408	3e-154	  445
FPOA_06782	CCT64929.1	71.88	224	63	0	1	224	1	224	3e-117	  337
FPOA_06783	CCT74028.1	58.86	175	68	2	285	455	2	176	2e-62	  204
FPOA_06784	CCT72028.1	40.60	298	165	4	368	663	357	644	7e-58	  219
FPOA_06785	CCT68089.1	37.40	262	142	6	177	427	308	558	4e-38	  150
FPOA_06786	CCT76234.1	48.43	479	200	9	2	460	5	456	2e-134	  398
FPOA_06787	CCT72540.1	50.59	85	35	2	105	187	1311	1390	2e-13	67.8
FPOA_06788	CCT73823.1	68.77	269	84	0	10	278	10	278	4e-141	  401
FPOA_06789	CCT75001.1	50.00	66	32	1	87	151	41	106	2e-12	63.5
FPOA_06790	CCT65753.1	26.97	241	136	9	133	350	287	510	2e-11	64.3
FPOA_06791	CCT70655.1	77.17	311	70	1	1	311	1	310	1e-177	  497
FPOA_06792	CCT74142.1	31.39	309	168	9	13	316	74	343	1e-32	  132
FPOA_06793	CCT73269.1	47.71	306	123	8	20	293	1	301	1e-81	  251
FPOA_06794	CCT64992.1	33.33	36	24	0	163	198	840	875	0.42	32.3
FPOA_06795	CCT74097.1	30.00	60	27	2	7	51	217	276	1.6	26.9
FPOA_06796	CCT75037.1	51.04	721	299	14	41	750	17	694	0.0	  718
FPOA_06797	CCT66653.1	40.54	37	20	1	89	125	180	214	2.1	27.3
FPOA_06798	CCT72728.1	35.83	240	136	8	1	235	101	327	2e-32	  121
FPOA_06799	CCT75619.1	32.84	204	120	7	125	323	85	276	2e-17	79.7
FPOA_06800	CCT64928.1	87.67	227	28	0	31	257	1	227	1e-149	  420
FPOA_06801	CCT63171.1	82.69	283	49	0	1	283	46	328	7e-177	  494
FPOA_06802	CCT66823.1	56.76	1013	401	13	13	1009	13	1004	0.0	 1130
FPOA_06803	CCT66822.1	68.71	294	92	0	1	294	1	294	5e-134	  385
FPOA_06804	CCT66821.1	48.49	1456	733	9	58	1508	46	1489	0.0	 1396
FPOA_06805	CCT66821.1	50.00	206	99	3	1	206	1579	1780	7e-61	  208
FPOA_06806	CCT67817.1	53.17	284	109	3	1	284	1	260	2e-97	  290
g239	CCT65092.1	38.83	497	289	6	12	507	12	494	5e-112	  346
FPOA_06807	CCT66573.1	71.32	952	228	10	1	947	1	912	0.0	 1335
FPOA_06808	CCT74805.1	24.28	939	585	37	650	1557	221	1064	3e-44	  174
FPOA_06809	CCT67876.1	34.31	408	242	9	271	662	25	422	3e-62	  230
FPOA_06810	CCT64920.1	92.40	750	50	1	1	743	1	750	0.0	 1370
FPOA_06811	CCT64921.1	70.12	425	125	2	31	454	1	424	0.0	  624
FPOA_06812	CCT64922.1	62.64	265	93	1	2	260	10	274	7e-122	  352
FPOA_06813	CCT64926.1	73.58	405	92	3	1	390	1	405	0.0	  591
FPOA_06814	CCT64927.1	85.19	810	107	6	1	806	1	801	0.0	 1401
FPOA_06815	CCT63665.1	27.14	140	83	3	385	507	372	509	2e-06	51.2
FPOA_06816	CCT71652.1	29.81	208	133	4	126	331	139	335	8e-19	84.7
FPOA_06817	CCT72745.1	80.27	522	103	0	1	522	1	522	0.0	  879
FPOA_06818	CCT63193.1	34.43	546	301	18	257	775	54	569	9e-76	  280
FPOA_06819	CCT73341.1	37.50	40	25	0	416	455	251	290	2.2	30.0
FPOA_06820	CCT64919.1	46.69	332	165	5	6	329	407	734	1e-87	  291
FPOA_06821	CCT64919.1	44.48	580	295	5	1	555	858	1435	2e-172	  530
FPOA_06822	CCT64919.1	36.84	76	46	2	11	86	83	156	4e-06	43.5
FPOA_06823	CCT64919.1	39.32	206	101	5	4	189	212	413	1e-35	  134
FPOA_06824	CCT70671.1	20.00	75	60	0	8	82	18	92	1.6	26.9
FPOA_06825	CCT74259.1	37.04	27	17	0	7	33	448	474	0.89	26.6
FPOA_06826	CCT63734.1	35.38	65	42	0	2	66	47	111	2e-13	63.5
g260	CCT65092.1	38.83	497	289	6	12	507	12	494	5e-112	  346
FPOA_06827	CCT70165.1	35.84	332	202	3	9	340	4	324	3e-70	  226
FPOA_06828	CCT64918.1	84.18	512	81	0	1	512	1	512	0.0	  869
FPOA_06829	CCT64917.1	85.60	486	70	0	1	486	1	486	0.0	  892
FPOA_06830	CCT64864.1	82.46	211	36	1	2	212	4	213	1e-127	  362
FPOA_06831	CCT64858.1	87.50	24	3	0	46	69	42	65	1e-09	50.1
FPOA_06832	CCT64856.1	82.41	557	94	2	1	553	59	615	0.0	  983
FPOA_06833	CCT65136.1	69.17	133	41	0	1	133	1	133	3e-63	  192
FPOA_06834	CCT64855.1	81.93	166	25	3	1	165	1	162	5e-89	  263
FPOA_06835	CCT64854.1	89.03	483	43	4	1	474	1	482	0.0	  859
FPOA_06836	CCT64853.1	88.83	197	21	1	1	196	1	197	3e-129	  365
FPOA_06837	CCT64852.1	81.43	1023	162	14	1	1005	1	1013	0.0	 1662
FPOA_06838	CCT64850.1	85.99	1042	130	7	315	1352	1	1030	0.0	 1816
FPOA_06839	CCT70462.1	37.50	56	29	2	90	145	258	307	1e-05	42.7
FPOA_06840	CCT67632.1	30.63	160	77	8	302	449	30	167	5e-04	40.4
FPOA_06841	CCT64849.1	86.85	289	38	0	1	289	1	289	0.0	  531
FPOA_06842	CCT64846.1	68.50	127	40	0	2	128	6	132	2e-59	  182
FPOA_06843	CCT64843.1	46.32	611	306	7	1	597	1	603	0.0	  550
FPOA_06844	CCT64866.1	93.05	489	32	2	1	489	1	487	0.0	  909
FPOA_06845	CCT74161.1	41.94	484	229	7	1	436	1	480	9e-82	  263
FPOA_06846	CCT64873.1	87.03	640	68	6	56	684	3	638	0.0	 1136
FPOA_06847	CCT64874.1	94.72	1306	66	3	1	1303	1	1306	0.0	 2563
FPOA_06848	CCT64875.1	72.54	295	75	4	1	293	1	291	3e-149	  423
FPOA_06849	CCT64876.1	72.04	515	119	4	1	494	1	511	0.0	  761
FPOA_06850	CCT64877.1	77.21	351	58	6	1	331	1	349	1e-180	  507
FPOA_06851	CCT64878.1	92.77	595	42	1	1	594	1	595	0.0	 1008
FPOA_06852	CCT64879.1	87.63	1423	130	5	1	1419	1	1381	0.0	 2531
FPOA_06853	CCT64880.1	79.86	422	68	6	1	407	1	420	0.0	  616
FPOA_06854	CCT64881.1	73.86	306	60	4	22	307	23	328	1e-156	  444
FPOA_06855	CCT64882.1	96.49	114	4	0	1	114	1	114	6e-79	  230
FPOA_06856	CCT64883.1	79.04	649	86	4	4	652	2	600	0.0	 1065
FPOA_06857	CCT64885.1	44.74	228	99	9	3	211	4	223	1e-37	  133
FPOA_06858	CCT64886.1	66.82	211	58	6	1	206	1	204	2e-84	  251
FPOA_06859	CCT64887.1	92.68	861	60	1	1	861	1	858	0.0	 1679
FPOA_06860	CCT64888.1	97.40	154	3	1	1	154	1	153	3e-107	  305
FPOA_06861	CCT64890.1	71.99	921	194	26	1	882	1	896	0.0	 1073
FPOA_06862	CCT64891.1	90.51	137	13	0	1	137	1	137	1e-90	  262
FPOA_06863	CCT69137.1	45.16	31	11	1	12	42	187	211	0.66	28.9
FPOA_06864	CCT64892.1	92.45	1073	81	0	1	1073	1	1073	0.0	 2075
FPOA_06865	CCT64893.1	71.97	264	74	0	4	267	6	269	8e-140	  397
FPOA_06866	CCT64894.1	55.08	187	54	7	1	175	1	169	9e-48	  155
FPOA_06867	CCT65124.1	95.75	353	15	0	1	353	1	353	0.0	  697
FPOA_06868	CCT64895.1	64.26	277	73	5	4	273	5	262	2e-88	  271
FPOA_06869	CCT64897.1	39.45	469	221	12	49	470	20	472	5e-88	  280
FPOA_06870	CCT64898.1	84.97	153	22	1	1	153	1	152	9e-85	  248
FPOA_06871	CCT64899.1	80.64	625	75	9	1	610	1	594	0.0	  934
FPOA_06872	CCT64900.1	81.18	271	37	4	1	260	1	268	1e-137	  391
FPOA_06873	CCT64901.1	82.62	564	94	2	1	564	1	560	0.0	  984
FPOA_06874	CCT64909.1	31.47	394	238	13	11	384	11	392	4e-42	  154
FPOA_06875	CCT64912.1	48.97	145	64	3	1	135	1	145	9e-19	78.6
FPOA_06876	CCT65048.1	65.41	691	225	7	10	687	1	690	0.0	  904
FPOA_06877	CCT64913.1	65.38	130	45	0	6	135	10	139	2e-66	  200
FPOA_06878	CCT70407.1	59.17	338	117	3	5	339	1	320	2e-145	  417
FPOA_06879	CCT71045.1	76.49	370	85	2	2	371	10	377	0.0	  554
FPOA_06880	CCT71042.1	36.93	501	260	13	18	514	4	452	2e-85	  274
FPOA_06881	CCT71041.1	82.22	343	41	4	20	359	1	326	0.0	  565
FPOA_06882	CCT71040.1	69.06	362	109	1	1	359	1	362	0.0	  534
FPOA_06883	CCT67492.1	54.07	135	61	1	2	135	8	142	4e-43	  153
g318	CCT65092.1	38.83	497	289	6	12	507	12	494	5e-112	  346
FPOA_06884	CCT65201.1	71.02	452	128	1	1	449	1	452	0.0	  695
FPOA_06885	CCT67600.1	42.30	331	178	4	1	331	1	318	2e-80	  250
g321	CCT63216.1	26.25	1017	626	29	750	1685	1196	2169	1e-73	  272
FPOA_06886	CCT70737.1	50.96	104	46	2	69	172	57	155	5e-24	93.6
FPOA_06887	CCT70804.1	60.10	1579	515	14	5	1555	4	1495	0.0	 1917
g324	CCT67052.1	40.00	45	16	1	112	156	24	57	1.2	27.3
g325	CCT65092.1	32.28	158	95	6	95	241	214	370	3e-14	74.7
g326	CCT65092.1	38.83	497	289	6	12	507	12	494	7e-112	  346
FPOA_06888	CCT70452.1	31.93	285	147	11	27	308	43	283	1e-28	  114
FPOA_06889	CCT65201.1	74.78	452	111	1	1	449	1	452	0.0	  731
FPOA_06890	CCT71714.1	29.17	72	49	2	17	88	41	110	2e-04	37.7
FPOA_06891	CCT67600.1	40.48	126	64	2	67	192	204	318	7e-17	76.6
g331	CCT63216.1	26.28	1016	627	28	734	1669	1196	2169	6e-73	  270
FPOA_06892	CCT72614.1	41.44	333	177	7	1	327	195	515	5e-88	  276
FPOA_06893	CCT67738.1	35.29	119	71	3	55	170	64	179	1e-11	61.6
FPOA_06894	CCT67818.1	28.27	421	241	9	15	426	30	398	3e-48	  171
FPOA_06895	CCT63268.1	59.01	810	264	7	32	833	29	778	0.0	  919
